"","Placement","Player","Country","Points","Deck","tournament","Pokemon1","Pokemon2"
"995",362,"HunterZinfected","Unknown","6","Exeggutor ex Venusaur ex","legendsleague6","Exeggutor ex","Venusaur ex"
"996",363,"Nenify","United States","6","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"997",364,"Alm47","Unknown","6","Charizard ex Moltres ex","legendsleague6","Charizard ex","Moltres ex"
"998",365,"Robyn","Unknown","6","Ninetales Rapidash","legendsleague6","Ninetales","Rapidash"
"999",366,"yoppe06","Japan","6","Pikachu ex Zapdos ex","legendsleague6","Pikachu ex","Zapdos ex"
"1000",367,"elmatadorperu","Peru","6","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1001",368,"VolticZ","Unknown","6","Dragonite Weezing","legendsleague6","Dragonite","Weezing"
"1002",369,"0Drag0n0","Great Britain","6","Arbok Weezing","legendsleague6","Arbok","Weezing"
"1003",370,"Karankhi","Spain","6","Mewtwo ex Alakazam","legendsleague6","Mewtwo ex","Alakazam"
"1004",371,"MarcelloCQS","Brazil","6","Pikachu ex Electrode","legendsleague6","Pikachu ex","Electrode"
"1005",372,"LEONARDO MAGNUS","Brazil","6","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1006",373,"Crystallenz","Japan","6","Blastoise ex Blastoise","legendsleague6","Blastoise ex","Blastoise"
"1007",374,"DanielOuteda","Spain","6","Alakazam Weezing","legendsleague6","Alakazam","Weezing"
"1008",375,"Drake_Joris","Unknown","6","Lapras ex Starmie ex","legendsleague6","Lapras ex","Starmie ex"
"1009",376,"gabsreal","Brazil","6","Marowak ex Primeape","legendsleague6","Marowak ex","Primeape"
"1010",377,"Lecipotte","Spain","6","Arbok Pidgeot","legendsleague6","Arbok","Pidgeot"
"1011",378,"bananaoreo","Indonesia","6","Marowak ex Sandslash","legendsleague6","Marowak ex","Sandslash"
"1012",379,"TopHatSquid","United States","6","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1013",380,"TheReaper_619","India","6","Charizard ex Moltres ex","legendsleague6","Charizard ex","Moltres ex"
"1014",381,"Sprohh","Chile","6","Pikachu ex Zapdos ex","legendsleague6","Pikachu ex","Zapdos ex"
"1015",382,"Sarson","United States","6","Exeggutor ex Venusaur ex","legendsleague6","Exeggutor ex","Venusaur ex"
"1016",383,"pjwitusik","United States","6","Arbok Weezing","legendsleague6","Arbok","Weezing"
"1017",384,"KnifeontheAK","United States","6","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1018",385,"rayhan haidar","Indonesia","3","Pikachu ex Electrode","legendsleague6","Pikachu ex","Electrode"
"1019",386,"mtg_dbz","United States","3","Muk Weezing","legendsleague6","Muk","Weezing"
"1020",387,"Fbn11","Chile","3","Dragonite Weezing","legendsleague6","Dragonite","Weezing"
"1021",388,"XwiiT","Unknown","3","Exeggutor ex Alakazam","legendsleague6","Exeggutor ex","Alakazam"
"1022",389,"Diego M","Brazil","3","Exeggutor ex Venusaur ex","legendsleague6","Exeggutor ex","Venusaur ex"
"1023",390,"mocha_06","United States","3","Charizard ex Moltres ex","legendsleague6","Charizard ex","Moltres ex"
"1024",391,"marru","Japan","3","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1025",392,"Resh","Unknown","3","Pikachu ex Electrode","legendsleague6","Pikachu ex","Electrode"
"1026",393,"OhSnap","United States","3","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1027",394,"Asra757","Malaysia","3","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1028",395,"Everson","Brazil","3","Charizard ex Moltres ex","legendsleague6","Charizard ex","Moltres ex"
"1029",396,"Joaof77","Brazil","3","Nidoking Nidoqueen","legendsleague6","Nidoking","Nidoqueen"
"1030",397,"KingHeracross","United States","3","Ninetales Rapidash","legendsleague6","Ninetales","Rapidash"
"1031",398,"namujigi","Korea","3","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1032",399,"Om3gaVGC","United States","3","Pikachu ex Zebstrika","legendsleague6","Pikachu ex","Zebstrika"
"1033",400,"chinchan","Philippines","3","Marowak ex Primeape","legendsleague6","Marowak ex","Primeape"
"1034",401,"Micalemei","Austria","3","Pikachu ex Electrode","legendsleague6","Pikachu ex","Electrode"
"1035",402,"xSpitty","Unknown","3","Charizard ex Moltres ex","legendsleague6","Charizard ex","Moltres ex"
"1036",403,"Tristencip","Brazil","3","Blastoise ex Lapras ex","legendsleague6","Blastoise ex","Lapras ex"
"1037",404,"Santamarcelina","Brazil","3","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1038",405,"Hidayattou","Indonesia","3","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1039",406,"Aronnax","Panama","3","Primeape Sandslash","legendsleague6","Primeape","Sandslash"
"1040",407,"Newmasaur","United States","3","Marowak ex Dugtrio","legendsleague6","Marowak ex","Dugtrio"
"1041",408,"novit","Indonesia","3","Pikachu ex Zapdos ex","legendsleague6","Pikachu ex","Zapdos ex"
"1042",409,"monkykap","United States","3","Pikachu ex Electrode","legendsleague6","Pikachu ex","Electrode"
"1043",410,"JerseyJared","United States","3","Charizard ex Moltres ex","legendsleague6","Charizard ex","Moltres ex"
"1044",411,"brown","Japan","3","Arbok Pidgeot","legendsleague6","Arbok","Pidgeot"
"1045",412,"RaihanKonno","Indonesia","3","Lapras ex Starmie ex","legendsleague6","Lapras ex","Starmie ex"
"1046",413,"Murrberry","United States","3","Pikachu ex Zapdos ex","legendsleague6","Pikachu ex","Zapdos ex"
"1047",414,"hosun","Korea","3","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1048",415,"Lukeabbs","United States","3","Pikachu ex Raichu","legendsleague6","Pikachu ex","Raichu"
"1049",416,"rijal","Indonesia","3","Pikachu ex Zebstrika","legendsleague6","Pikachu ex","Zebstrika"
"1050",417,"Louan","Unknown","3","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1051",418,"ennakros09","Unknown","3","Charizard ex Moltres ex","legendsleague6","Charizard ex","Moltres ex"
"1052",419,"JudgeHolden","Italy","3","Pikachu ex Electrode","legendsleague6","Pikachu ex","Electrode"
"1053",420,"takashimakite","Philippines","3","Alakazam Greninja","legendsleague6","Alakazam","Greninja"
"1054",421,"Nidha","Spain","3","Arbok Weezing","legendsleague6","Arbok","Weezing"
"1055",422,"koke_outon","Spain","3","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1056",423,"Felguzman","Argentina","3","Starmie ex Tentacruel","legendsleague6","Starmie ex","Tentacruel"
"1057",424,"Palkia_The_Spacer","Indonesia","3","Articuno ex Greninja","legendsleague6","Articuno ex","Greninja"
"1058",425,"Abe","Spain","3","Pikachu ex Raichu","legendsleague6","Pikachu ex","Raichu"
"1059",426,"Zkrekeler","Japan","3","Wigglytuff ex Weezing","legendsleague6","Wigglytuff ex","Weezing"
"1060",427,"Dominick C","United States","3","Pikachu ex Zapdos ex","legendsleague6","Pikachu ex","Zapdos ex"
"1061",428,"gigibrabo","Brazil","3","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1062",429,"sgvke","Indonesia","3","Articuno ex Blastoise ex","legendsleague6","Articuno ex","Blastoise ex"
"1063",430,"yuzoria","Unknown","3","Pikachu ex Zapdos ex","legendsleague6","Pikachu ex","Zapdos ex"
"1064",431,"Reapy","India","3","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1065",432,"hell","Brazil","3","Pikachu ex Electrode","legendsleague6","Pikachu ex","Electrode"
"1066",433,"atsuy","Brazil","3","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1067",434,"Sloaney","United States","3","Lapras ex Greninja","legendsleague6","Lapras ex","Greninja"
"1068",435,"LethalChimken","Great Britain","3","Charizard ex Moltres ex","legendsleague6","Charizard ex","Moltres ex"
"1069",436,"Rulacio","Spain","3","Venusaur ex Lilligant","legendsleague6","Venusaur ex","Lilligant"
"1070",437,"Lorio","France","3","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1071",438,"Yuzutann","Japan","3","Articuno ex Blastoise ex","legendsleague6","Articuno ex","Blastoise ex"
"1072",439,"mrtawsiti3","Croatia","3","Pikachu ex Electrode","legendsleague6","Pikachu ex","Electrode"
"1073",440,"tsubame1946","Japan","3","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1074",441,"Chew429","Korea","3","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1075",442,"CH4OS","Slovakia","3","Pikachu ex Electrode","legendsleague6","Pikachu ex","Electrode"
"1076",443,"Alelu1234","Italy","3","Pikachu ex Zebstrika","legendsleague6","Pikachu ex","Zebstrika"
"1077",444,"Hanamon","Brazil","3","Exeggutor ex Venusaur ex","legendsleague6","Exeggutor ex","Venusaur ex"
"1078",445,"byjoju","Spain","3","Pikachu ex Electrode","legendsleague6","Pikachu ex","Electrode"
"1079",446,"cocoaberri","Canada","3","Dragonite Weezing","legendsleague6","Dragonite","Weezing"
"1080",447,"christheheghog","United States","3","Pikachu ex Zapdos ex","legendsleague6","Pikachu ex","Zapdos ex"
"1081",448,"Birikinn","Brazil","3","Arbok Weezing","legendsleague6","Arbok","Weezing"
"1082",449,"piozovskiy","Brazil","3","Pikachu ex Electrode","legendsleague6","Pikachu ex","Electrode"
"1083",450,"Jroc0208","Unknown","3","Exeggutor ex Venusaur ex","legendsleague6","Exeggutor ex","Venusaur ex"
"1084",451,"Zoahcram","Philippines","3","Wigglytuff ex Weezing","legendsleague6","Wigglytuff ex","Weezing"
"1085",452,"akapelu","Great Britain","3","Wigglytuff ex Weezing","legendsleague6","Wigglytuff ex","Weezing"
"1086",453,"Rubfox","Spain","3","Blastoise ex Lapras ex","legendsleague6","Blastoise ex","Lapras ex"
"1087",454,"Profes","Germany","3","Pikachu ex Raichu","legendsleague6","Pikachu ex","Raichu"
"1088",455,"PHIS","Thailand","3","Wigglytuff ex Hypno","legendsleague6","Wigglytuff ex","Hypno"
"1089",456,"Glenn","Korea","3","Pikachu ex Zapdos ex","legendsleague6","Pikachu ex","Zapdos ex"
"1090",457,"dawn0","Japan","3","Bisharp Melmetal","legendsleague6","Bisharp","Melmetal"
"1091",458,"Ducky091","Great Britain","3","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1092",459,"interfectoris","Brazil","3","Zapdos ex Electrode","legendsleague6","Zapdos ex","Electrode"
"1093",460,"Kaywi21","Canada","3","Charizard ex Rapidash","legendsleague6","Charizard ex","Rapidash"
"1094",461,"mxtzshe","Argentina","3","Pikachu ex Zapdos ex","legendsleague6","Pikachu ex","Zapdos ex"
"1095",462,"himazin","Japan","3","Pikachu ex Raichu","legendsleague6","Pikachu ex","Raichu"
"1096",463,"Kurapikashu","Chile","3","Pikachu ex Zebstrika","legendsleague6","Pikachu ex","Zebstrika"
"1097",464,"Rvstvcristo","Spain","3","Marowak ex Golbat","legendsleague6","Marowak ex","Golbat"
"1098",465,"FDBxPoGO","Indonesia","3","Pikachu ex Zapdos ex","legendsleague6","Pikachu ex","Zapdos ex"
"1099",466,"HOOVASTANK","United States","3","Pikachu ex Zebstrika","legendsleague6","Pikachu ex","Zebstrika"
"1100",467,"Noxy","India","3","Exeggutor ex Venusaur ex","legendsleague6","Exeggutor ex","Venusaur ex"
"1101",468,"Kyle A","Canada","3","Primeape Sandslash","legendsleague6","Primeape","Sandslash"
"1102",469,"TPRain","United States","3","Pikachu ex Electrode","legendsleague6","Pikachu ex","Electrode"
"1103",470,"joek0","United States","3","Charizard ex Moltres ex","legendsleague6","Charizard ex","Moltres ex"
"1104",471,"PoDuck","United States","3","Pikachu ex Zebstrika","legendsleague6","Pikachu ex","Zebstrika"
"1105",472,"JJaygue","Spain","3","Arbok Weezing","legendsleague6","Arbok","Weezing"
"1106",473,"Saarin","Indonesia","3","Marowak ex Dugtrio","legendsleague6","Marowak ex","Dugtrio"
"1107",474,"paanchooo","Unknown","3","Exeggutor ex Butterfree","legendsleague6","Exeggutor ex","Butterfree"
"1108",475,"Yain","Spain","3","Pikachu ex Zapdos ex","legendsleague6","Pikachu ex","Zapdos ex"
"1109",476,"Owen A","Unknown","3","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1110",477,"Trains346","United States","3","Muk Weezing","legendsleague6","Muk","Weezing"
"1111",478,"yunlong","Unknown","3","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1112",479,"Smogmog","United States","0","Charizard ex Moltres ex","legendsleague6","Charizard ex","Moltres ex"
"1113",480,"Hunschback","United States","0","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1114",481,"Benjamin Merritt","United States","0","Pikachu ex Zapdos ex","legendsleague6","Pikachu ex","Zapdos ex"
"1115",482,"SnazzyRedd","United States","0","Wigglytuff ex Weezing","legendsleague6","Wigglytuff ex","Weezing"
"1116",483,"painapoooo","Japan","0","Pikachu ex Electrode","legendsleague6","Pikachu ex","Electrode"
"1117",484,"SimsyBool","United States","0","Primeape Sandslash","legendsleague6","Primeape","Sandslash"
"1118",485,"Egman","United States","0","Arbok Weezing","legendsleague6","Arbok","Weezing"
"1119",486,"Jer","Singapore","0","Pikachu ex Zebstrika","legendsleague6","Pikachu ex","Zebstrika"
"1120",487,"Jorgesarce","Peru","0","Venusaur ex Lilligant","legendsleague6","Venusaur ex","Lilligant"
"1121",488,"BBgun","Unknown","0","Marowak ex Golbat","legendsleague6","Marowak ex","Golbat"
"1122",489,"gganggury","Unknown","0","Pikachu ex Zapdos ex","legendsleague6","Pikachu ex","Zapdos ex"
"1123",490,"GPEDROLL","Brazil","0","Arbok Nidoking","legendsleague6","Arbok","Nidoking"
"1124",491,"Claire","Indonesia","0","Alakazam Weezing","legendsleague6","Alakazam","Weezing"
"1125",492,"DrEAldanaJ","Venezuela","0","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1126",493,"Fernando07","Chile","0","Ninetales Rapidash","legendsleague6","Ninetales","Rapidash"
"1127",494,"wizd","United States","0","Charizard ex Moltres ex","legendsleague6","Charizard ex","Moltres ex"
"1128",495,"Thomas Guerrero","Chile","0","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1129",496,"AnonymousARG","Argentina","0","Muk Weezing","legendsleague6","Muk","Weezing"
"1130",497,"Matheus Noronha","Brazil","0","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1131",498,"FFlacoo","United States","0","Electrode Zebstrika","legendsleague6","Electrode","Zebstrika"
"1132",499,"Suyz","Unknown","0","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1133",500,"Danzsv","Peru","0","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1134",501,"Wolf_0","Brazil","0","Pikachu ex Zapdos ex","legendsleague6","Pikachu ex","Zapdos ex"
"1135",502,"Zuggie","Germany","0","Venusaur ex Butterfree","legendsleague6","Venusaur ex","Butterfree"
"1136",503,"mckeon","United States","0","Blastoise ex Frosmoth","legendsleague6","Blastoise ex","Frosmoth"
"1137",504,"BananaFree","United States","0","Pikachu ex Raichu","legendsleague6","Pikachu ex","Raichu"
"1138",505,"Nagathor","Brazil","0","Bisharp Mawile","legendsleague6","Bisharp","Mawile"
"1139",506,"cjxskull","Canada","0","Pikachu ex Zapdos ex","legendsleague6","Pikachu ex","Zapdos ex"
"1140",507,"Trucob ","Turkiye","0","Pikachu ex Zebstrika","legendsleague6","Pikachu ex","Zebstrika"
"1141",508,"eTToRe04","Italy","0","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1142",509,"roncetti","Brazil","0","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1143",510,"Jimily","France","0","Machamp ex Machamp","legendsleague6","Machamp ex","Machamp"
"1144",511,"Valentine333","United States","0","Arbok Weezing","legendsleague6","Arbok","Weezing"
"1145",512,"crynimar","Brazil","0","Pikachu ex Zebstrika","legendsleague6","Pikachu ex","Zebstrika"
"1146",513,"mKnox","Argentina","0","Pikachu ex Electrode","legendsleague6","Pikachu ex","Electrode"
"1147",514,"Jakeabbs64","Unknown","0","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1148",515,"Sushikraver","United States","0","Articuno ex Starmie ex","legendsleague6","Articuno ex","Starmie ex"
"1149",516,"alfredo valenti","Italy","0","Pikachu ex Electrode","legendsleague6","Pikachu ex","Electrode"
"1150",517,"BlondonBoy","Chile","0","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1151",518,"AqueleCara08","Brazil","0","Butterfree Dugtrio","legendsleague6","Butterfree","Dugtrio"
"1152",519,"evazord","Brazil","0","Arbok Weezing","legendsleague6","Arbok","Weezing"
"1153",520,"gomess","Brazil","0","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1154",521,"Diamond69","Puerto Rico","0","Wigglytuff ex Gengar","legendsleague6","Wigglytuff ex","Gengar"
"1155",522,"Peanutbutter","United States","0","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1156",523,"Katakata","Japan","0","Ninetales Rapidash","legendsleague6","Ninetales","Rapidash"
"1157",524,"Martinezn3114","United States","0","Pikachu ex Electrode","legendsleague6","Pikachu ex","Electrode"
"1158",525,"TheTritriTyrant","France","0","Pikachu ex Electrode","legendsleague6","Pikachu ex","Electrode"
"1159",526,"noasinclair","Great Britain","0","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1160",527,"Zee","Indonesia","0","Pikachu ex Zapdos ex","legendsleague6","Pikachu ex","Zapdos ex"
"1161",528,"Jabs","Brazil","0","Lapras ex Starmie ex","legendsleague6","Lapras ex","Starmie ex"
"1162",529,"Greeky","Great Britain","0","Ninetales Rapidash","legendsleague6","Ninetales","Rapidash"
"1163",530,"Mowbes","New Zealand","0","Pikachu ex Zebstrika","legendsleague6","Pikachu ex","Zebstrika"
"1164",531,"ContreraxD","Brazil","0","Venusaur ex Lilligant","legendsleague6","Venusaur ex","Lilligant"
"1165",532,"CyberVention","United States","0","Pikachu ex Zapdos ex","legendsleague6","Pikachu ex","Zapdos ex"
"1166",533,"nxissimo","Spain","0","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1167",534,"Paulo24","Brazil","0","Blastoise ex Lapras ex","legendsleague6","Blastoise ex","Lapras ex"
"1168",535,"thelivin","United States","0","Pikachu ex Electrode","legendsleague6","Pikachu ex","Electrode"
"1169",536,"morarlaurentiu13","Romania","0","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1170",537,"DiDi C","Taiwan","0","Pikachu ex Zapdos ex","legendsleague6","Pikachu ex","Zapdos ex"
"1171",538,"Zamzam4","Germany","0","Ninetales Rapidash","legendsleague6","Ninetales","Rapidash"
"1172",539,"Trollymolly","Italy","0","Lapras ex Starmie","legendsleague6","Lapras ex","Starmie"
"1173",540,"MinatoRJ","Brazil","0","Articuno ex Starmie ex","legendsleague6","Articuno ex","Starmie ex"
"1174",541,"lmc131121","Unknown","0","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1175",542,"Filantropo","Spain","0","Exeggutor ex Pidgeot","legendsleague6","Exeggutor ex","Pidgeot"
"1176",543,"Darth_Mors","Puerto Rico","0","Articuno ex Starmie ex","legendsleague6","Articuno ex","Starmie ex"
"1177",544,"Flipericson","Spain","0","Pikachu ex Zebstrika","legendsleague6","Pikachu ex","Zebstrika"
"1178",545,"Daniel V","Unknown","0","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1179",546,"GrimAlk","Unknown","0","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
"1180",547,"Dragfall","Indonesia","0","Pikachu ex Electrode","legendsleague6","Pikachu ex","Electrode"
"1181",548,"Login44","France","0","Lapras ex Starmie","legendsleague6","Lapras ex","Starmie"
"1182",549,"TTVGorgXD","Brazil","0","Mewtwo ex Wigglytuff ex","legendsleague6","Mewtwo ex","Wigglytuff ex"
"1183",550,"Reliclol","Portugal","0","Mewtwo ex Gardevoir","legendsleague6","Mewtwo ex","Gardevoir"
