"","Player","Round","Result","Opponent","PlayerDeck","OpponentDeck"
"1569","DrakoHel",10,"WIN","Adoleta","Pikachu ex Electrode","Charizard ex Moltres ex"
"1570","DrakoHel",9,"LOSS","Ignacio Oyarzún A.","Pikachu ex Electrode","Marowak ex Pidgeot"
"1571","DrakoHel",8,"LOSS","RealAsMike","Pikachu ex Electrode","Pikachu ex Zapdos ex"
"1572","DrakoHel",7,"WIN","gustavo01gk","Pikachu ex Electrode","Machamp ex Primeape"
"1573","DrakoHel",6,"WIN","LouiseValentine","Pikachu ex Electrode","Marowak ex Sandslash"
"1574","DrakoHel",5,"WIN","NamelessQueen","Pikachu ex Electrode","Starmie ex Frosmoth"
"1575","DrakoHel",4,"WIN","Androux","Pikachu ex Electrode","Muk Weezing"
"1576","DrakoHel",3,"LOSS","greenphyrexia","Pikachu ex Electrode","Marowak ex Primeape"
"1577","DrakoHel",2,"LOSS","zezozen","Pikachu ex Electrode","Moltres ex Centiskorch"
"1578","DrakoHel",1,"WIN","Thunderdog","Pikachu ex Electrode","Mewtwo ex Gardevoir"
"1579","Sutton",10,"LOSS","jh0630","Dodrio Jolteon","Exeggutor ex Victreebel"
"1580","Sutton",9,"WIN","Maverick6744","Dodrio Jolteon","Mewtwo ex Gardevoir"
"1581","Sutton",8,"WIN","KhaZ_5","Dodrio Jolteon","Articuno ex Frosmoth"
"1582","Sutton",7,"WIN","Arci","Dodrio Jolteon","Marowak ex Dugtrio"
"1583","Sutton",6,"WIN","erenelion","Dodrio Jolteon","Wigglytuff ex Weezing"
"1584","Sutton",5,"LOSS","shazq","Dodrio Jolteon","Starmie ex Articuno ex"
"1585","Sutton",4,"LOSS","Eggnog","Dodrio Jolteon","Gengar ex Gengar"
"1586","Sutton",3,"LOSS","Leoner","Dodrio Jolteon","Pikachu ex Zapdos ex"
"1587","Sutton",2,"WIN","LouiseValentine","Dodrio Jolteon","Marowak ex Sandslash"
"1588","Sutton",1,"WIN","poko0000","Dodrio Jolteon","Mewtwo ex Gardevoir"
"1589","PeptoG",10,"WIN","Sake","Pikachu ex Zapdos ex","Venusaur ex Lilligant"
"1590","PeptoG",9,"LOSS","pogi","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"1591","PeptoG",8,"WIN","coinflipking","Pikachu ex Zapdos ex","Starmie ex Articuno ex"
"1592","PeptoG",7,"WIN","Luidee","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"1593","PeptoG",6,"LOSS","gat0","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"1594","PeptoG",5,"WIN","PingShiRo","Pikachu ex Zapdos ex","Marowak ex Machamp ex"
"1595","PeptoG",4,"WIN","Kux","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"1596","PeptoG",3,"LOSS","Zeville","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"1597","PeptoG",2,"WIN","maims123","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"1598","PeptoG",1,"LOSS","Resh","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"1599","Supergodivan",10,"LOSS","pogi","Charizard ex Moltres ex","Mewtwo ex Gardevoir"
"1600","Supergodivan",9,"LOSS","LionHunter","Charizard ex Moltres ex","Starmie ex Articuno ex"
"1601","Supergodivan",8,"WIN","Moker1","Charizard ex Moltres ex","Mewtwo ex Gardevoir"
"1602","Supergodivan",7,"WIN","jaycefel","Charizard ex Moltres ex","Exeggutor ex Exeggutor"
"1603","Supergodivan",6,"WIN","Smoothie","Charizard ex Moltres ex","Starmie ex Articuno ex"
"1604","Supergodivan",5,"LOSS","Novastence","Charizard ex Moltres ex","Mewtwo ex Gardevoir"
"1605","Supergodivan",4,"WIN","Mysteryiwnl","Charizard ex Moltres ex","Pikachu ex Zapdos ex"
"1606","Supergodivan",3,"WIN","Lunedo","Charizard ex Moltres ex","Mewtwo ex Gardevoir"
"1607","Supergodivan",2,"LOSS","NamelessQueen","Charizard ex Moltres ex","Starmie ex Frosmoth"
"1608","Supergodivan",1,"WIN","FallingtoVoid","Charizard ex Moltres ex","Electrode Pikachu ex"
"1609","leds",9,"LOSS","OffWhiteJ1","Pikachu ex Raichu","Pikachu ex Raichu"
"1610","leds",8,"WIN","glione","Pikachu ex Raichu","Pikachu ex Zapdos ex"
"1611","leds",7,"WIN","climaxx123","Pikachu ex Raichu","Pikachu ex Raichu"
"1612","leds",6,"WIN","LazyLily","Pikachu ex Raichu","Arbok Weezing"
"1613","leds",5,"WIN","Darth_Mors","Pikachu ex Raichu","Charizard ex Moltres ex"
"1614","leds",4,"LOSS","sadclown","Pikachu ex Raichu","Mewtwo ex Gardevoir"
"1615","leds",3,"LOSS","Kurnia Indra","Pikachu ex Raichu","Mewtwo ex Gardevoir"
"1616","leds",2,"WIN","Magooimplacavel","Pikachu ex Raichu","Arbok Weezing"
"1617","leds",1,"WIN","Nook","Pikachu ex Raichu","Pikachu ex Zapdos ex"
"1618","Sho3320",10,"LOSS","PSukiyama","Charizard ex Moltres ex","Charizard ex Moltres ex"
"1619","Sho3320",9,"WIN","VRSancheti","Charizard ex Moltres ex","Marowak ex Sandslash"
"1620","Sho3320",8,"WIN","Alelu1234","Charizard ex Moltres ex","Charizard ex Moltres ex"
"1621","Sho3320",7,"LOSS","Trucob ","Charizard ex Moltres ex","Pikachu ex Zapdos ex"
"1622","Sho3320",6,"WIN","figoahmad","Charizard ex Moltres ex","Mewtwo ex Gardevoir"
"1623","Sho3320",5,"WIN","Lucien .SotoLamongan","Charizard ex Moltres ex","Pikachu ex Zapdos ex"
"1624","Sho3320",4,"WIN","WARBEN","Charizard ex Moltres ex","Ninetales Rapidash"
"1625","Sho3320",3,"LOSS","Mariolone","Charizard ex Moltres ex","Pikachu ex Zapdos ex"
"1626","Sho3320",2,"WIN","Tuajedka","Charizard ex Moltres ex","Marowak ex Golbat"
"1627","Sho3320",1,"LOSS","Razu_zu","Charizard ex Moltres ex","Wigglytuff ex Weezing"
"1628","Gomttuk",9,"LOSS","Shirotori","Pikachu ex Zapdos ex","Moltres ex Ninetales"
"1629","Gomttuk",8,"WIN","Maverick6744","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"1630","Gomttuk",7,"WIN","fazel","Pikachu ex Zapdos ex","Starmie ex Greninja"
"1631","Gomttuk",6,"WIN","sltcGabz","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"1632","Gomttuk",5,"WIN","GrimmChef","Pikachu ex Zapdos ex","Lapras ex Butterfree"
"1633","Gomttuk",4,"WIN","Carlos Wessling","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"1634","Gomttuk",3,"LOSS","PHANTOM_14","Pikachu ex Zapdos ex","Venusaur ex Exeggutor ex"
"1635","Gomttuk",2,"WIN","Yuiitwitch","Pikachu ex Zapdos ex","Dragonite Articuno"
"1636","Gomttuk",1,"LOSS","정우 강","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"1637","nxissimo",10,"LOSS","olieeeeeeeeev","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"1638","nxissimo",9,"WIN","Alytreta","Pikachu ex Zapdos ex","Marowak ex Primeape"
"1639","nxissimo",8,"WIN","RonkaX","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"1640","nxissimo",7,"LOSS","Stoffies","Pikachu ex Zapdos ex","Pikachu ex Zebstrika"
"1641","nxissimo",6,"WIN","Gaëtan Lugon-Moulin","Pikachu ex Zapdos ex","Arbok Weezing"
"1642","nxissimo",5,"LOSS","Moker1","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"1643","nxissimo",4,"WIN","Justin0405","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"1644","nxissimo",3,"WIN","alfpuccino","Pikachu ex Zapdos ex","Ninetales Rapidash"
"1645","nxissimo",2,"LOSS","TastySnacks","Pikachu ex Zapdos ex","Pikachu ex Raichu"
"1646","nxissimo",1,"WIN","DarKingBR","Pikachu ex Zapdos ex","Arbok Weezing"
"1647","HAN S",10,"WIN","K1zams","Pikachu ex Zebstrika","Mewtwo ex Gardevoir"
"1648","HAN S",9,"LOSS","Suhol","Pikachu ex Zebstrika","Mewtwo ex Gardevoir"
"1649","HAN S",8,"WIN","VULKAN","Pikachu ex Zebstrika","Blastoise ex Tentacruel"
"1650","HAN S",7,"LOSS","Novastence","Pikachu ex Zebstrika","Mewtwo ex Gardevoir"
"1651","HAN S",6,"WIN","scorpion11","Pikachu ex Zebstrika","Starmie ex Articuno ex"
"1652","HAN S",5,"WIN","Magooimplacavel","Pikachu ex Zebstrika","Arbok Weezing"
"1653","HAN S",4,"LOSS","Maka","Pikachu ex Zebstrika","Pikachu ex Electrode"
"1654","HAN S",3,"WIN","HokageGrael","Pikachu ex Zebstrika","Mewtwo ex Gardevoir"
"1655","HAN S",2,"WIN","Josefdez","Pikachu ex Zebstrika","Pikachu ex Zapdos ex"
"1656","HAN S",1,"LOSS","Unowngamert","Pikachu ex Zebstrika","Mewtwo ex Gardevoir"
"1657","SleepyOnion",10,"WIN","KuwabaraXL","Gengar ex Gengar","Pikachu ex Zapdos ex"
"1658","SleepyOnion",9,"WIN","Gengar47","Gengar ex Gengar","Starmie ex Articuno ex"
"1659","SleepyOnion",8,"WIN","LazyLily","Gengar ex Gengar","Arbok Weezing"
"1660","SleepyOnion",7,"LOSS","WanderingFlash","Gengar ex Gengar","Pikachu ex Zapdos ex"
"1661","SleepyOnion",6,"WIN","Chriiiiistopher","Gengar ex Gengar","Mewtwo ex Gardevoir"
"1662","SleepyOnion",5,"LOSS","Suhol","Gengar ex Gengar","Mewtwo ex Gardevoir"
"1663","SleepyOnion",4,"WIN","Die Kampfstube","Gengar ex Gengar","Pikachu ex Zapdos ex"
"1664","SleepyOnion",3,"LOSS","Crucye","Gengar ex Gengar","Pidgeot Arbok"
"1665","SleepyOnion",2,"WIN","ElChicoLu","Gengar ex Gengar","Alakazam Weezing"
"1666","SleepyOnion",1,"LOSS","PSukiyama","Gengar ex Gengar","Charizard ex Moltres ex"
"1667","NikoAlexander",10,"WIN","BigB123","Ninetales Rapidash","Arbok Weezing"
"1668","NikoAlexander",9,"LOSS","Poloremplo","Ninetales Rapidash","Pikachu ex Zapdos ex"
"1669","NikoAlexander",8,"LOSS","FlyAsAFlygon","Ninetales Rapidash","Pikachu ex Zapdos ex"
"1670","NikoAlexander",7,"WIN","JIREN","Ninetales Rapidash","Pikachu ex Electrode"
"1671","NikoAlexander",6,"WIN","Louan","Ninetales Rapidash","Mewtwo ex Gardevoir"
"1672","NikoAlexander",5,"LOSS","kcgb","Ninetales Rapidash","Pikachu ex Zapdos ex"
"1673","NikoAlexander",4,"WIN","Daaawn","Ninetales Rapidash","Marowak ex Hitmonlee"
"1674","NikoAlexander",3,"WIN","Circlesh","Ninetales Rapidash","Venusaur ex Exeggutor ex"
"1675","NikoAlexander",2,"LOSS","Lukeabbs","Ninetales Rapidash","Mewtwo ex Gardevoir"
"1676","NikoAlexander",1,"WIN","m2xtown007","Ninetales Rapidash","Alakazam Jynx"
"1677","AzeL",10,"LOSS","Suhol","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"1678","AzeL",9,"LOSS","beyond","Pikachu ex Zapdos ex","Marowak ex Sandslash"
"1679","AzeL",8,"WIN","izana2547z","Pikachu ex Zapdos ex","Pikachu ex Electrode"
"1680","AzeL",7,"WIN","ouja","Pikachu ex Zapdos ex","Pikachu ex Raichu"
"1681","AzeL",6,"LOSS","valvind","Pikachu ex Zapdos ex","Marowak ex Golbat"
"1682","AzeL",5,"WIN","SushiBurrito","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"1683","AzeL",4,"WIN","Fosco","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"1684","AzeL",3,"WIN","JeffHoogland","Pikachu ex Zapdos ex","Mewtwo ex Clefable"
"1685","AzeL",2,"WIN","Pyratheon","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"1686","AzeL",1,"LOSS","BlondonBoy","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"1687","SaltyLoser065",10,"WIN","Chriiiiistopher","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"1688","SaltyLoser065",9,"WIN","MetalMax","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"1689","SaltyLoser065",8,"LOSS","VentusLebrant","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"1690","SaltyLoser065",7,"WIN","Soulman_EXE","Pikachu ex Zapdos ex","Greninja Weezing"
"1691","SaltyLoser065",6,"WIN","lrikko","Pikachu ex Zapdos ex","Alakazam Weezing"
"1692","SaltyLoser065",5,"WIN","CTEM","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"1693","SaltyLoser065",4,"LOSS","kreusch","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"1694","SaltyLoser065",3,"LOSS","BringBack1996","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"1695","SaltyLoser065",2,"LOSS","Kaamix","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"1696","SaltyLoser065",1,"WIN","Jhoni","Pikachu ex Zapdos ex","Pikachu ex Zebstrika"
"1697","Channel_Chamisuru",10,"WIN","BigPlanet26","Mewtwo ex Gardevoir","Pikachu ex Heliolisk"
"1698","Channel_Chamisuru",9,"LOSS","VentusLebrant","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"1699","Channel_Chamisuru",8,"LOSS","Sangrialll","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"1700","Channel_Chamisuru",7,"WIN","Lulu","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"1701","Channel_Chamisuru",6,"WIN","Lukse","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"1702","Channel_Chamisuru",5,"LOSS","Abizard","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"1703","Channel_Chamisuru",4,"WIN","Bolamon","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"1704","Channel_Chamisuru",3,"WIN","Riccardo","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"1705","Channel_Chamisuru",2,"WIN","Daffa T","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"1706","Channel_Chamisuru",1,"LOSS","belmont","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"1707","Crucye",10,"WIN","Snowpoints","Pidgeot Arbok","Mewtwo ex Gardevoir"
"1708","Crucye",9,"WIN","Noxy","Pidgeot Arbok","Venusaur ex Exeggutor ex"
"1709","Crucye",8,"WIN","Jowooooow","Pidgeot Arbok","Mewtwo ex Gardevoir"
"1710","Crucye",7,"WIN","Akizul","Pidgeot Arbok","Dragonite Weezing"
"1711","Crucye",6,"LOSS","Amurim","Pidgeot Arbok","Articuno ex"
"1712","Crucye",5,"LOSS","MongaZone","Pidgeot Arbok","Lapras ex Articuno ex"
"1713","Crucye",4,"LOSS","Drayke","Pidgeot Arbok","Pikachu ex Zapdos ex"
"1714","Crucye",3,"WIN","SleepyOnion","Pidgeot Arbok","Gengar ex Gengar"
"1715","Crucye",2,"WIN","Tellador","Pidgeot Arbok","Zapdos ex Pidgeot"
"1716","Crucye",1,"LOSS","ventuswiingbladettv","Pidgeot Arbok","Pikachu ex Zapdos ex"
"1717","Ruberi22",10,"WIN","Moker1","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"1718","Ruberi22",9,"LOSS","PIPPIKING","Mewtwo ex Gardevoir","Pikachu ex Raichu"
"1719","Ruberi22",8,"WIN","Noxy","Mewtwo ex Gardevoir","Venusaur ex Exeggutor ex"
"1720","Ruberi22",7,"WIN","Racsoh","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"1721","Ruberi22",6,"LOSS","Kamell","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"1722","Ruberi22",5,"WIN","sword","Mewtwo ex Gardevoir","Pikachu ex Zebstrika"
"1723","Ruberi22",4,"WIN","Ema03","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"1724","Ruberi22",3,"LOSS","seung5233","Mewtwo ex Gardevoir","Wigglytuff ex Exeggutor ex"
"1725","Ruberi22",2,"WIN","nivde","Mewtwo ex Gardevoir","Pikachu ex Electrode"
"1727","KhaZ_5",10,"WIN","WanderingFlash","Articuno ex Frosmoth","Pikachu ex Zapdos ex"
"1728","KhaZ_5",9,"WIN","ChiLLmatiC","Articuno ex Frosmoth","Pikachu ex Raichu"
"1729","KhaZ_5",8,"LOSS","Sutton","Articuno ex Frosmoth","Dodrio Jolteon"
"1730","KhaZ_5",7,"WIN","mikeoandhisdoh","Articuno ex Frosmoth","Ninetales Rapidash"
"1731","KhaZ_5",6,"WIN","MrRishi","Articuno ex Frosmoth","Starmie ex Greninja"
"1732","KhaZ_5",5,"WIN","Loup","Articuno ex Frosmoth","Dragonite Articuno ex"
"1733","KhaZ_5",4,"LOSS","Jesus V","Articuno ex Frosmoth","Pikachu ex Zapdos ex"
"1734","KhaZ_5",3,"LOSS","Eureca","Articuno ex Frosmoth","Pikachu ex Zapdos ex"
"1735","KhaZ_5",2,"LOSS","Skyzlimitz","Articuno ex Frosmoth","Pikachu ex Electrode"
"1736","KhaZ_5",1,"WIN","Ertrappola78","Articuno ex Frosmoth","Arbok Weezing"
"1737","Senfapfel98",10,"LOSS","Jetblackx","Pikachu ex Zapdos ex","Arbok Weezing"
"1738","Senfapfel98",9,"WIN","JohnSubbi","Pikachu ex Zapdos ex","Marowak ex Primeape"
"1739","Senfapfel98",8,"WIN","BrunoMonkey","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"1740","Senfapfel98",7,"LOSS","Jesus V","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"1741","Senfapfel98",6,"WIN","t1al","Pikachu ex Zapdos ex","Articuno ex"
"1742","Senfapfel98",5,"WIN","KaZeeRK","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"1743","Senfapfel98",4,"WIN","RedRaiderGator","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"1744","Senfapfel98",3,"WIN","breeban","Pikachu ex Zapdos ex","Starmie ex Greninja"
"1745","Senfapfel98",2,"LOSS","Azhell","Pikachu ex Zapdos ex","Primeape"
"1746","Senfapfel98",1,"LOSS","Loup","Pikachu ex Zapdos ex","Dragonite Articuno ex"
"1747","coinflipking",10,"WIN","Dragfall","Starmie ex Articuno ex","Pikachu ex Electrode"
"1748","coinflipking",9,"WIN","Farajx","Starmie ex Articuno ex","Charizard ex Moltres ex"
"1749","coinflipking",8,"LOSS","PeptoG","Starmie ex Articuno ex","Pikachu ex Zapdos ex"
"1750","coinflipking",7,"WIN","Nuggie_D","Starmie ex Articuno ex","Wigglytuff ex Tentacruel"
"1751","coinflipking",6,"LOSS","Amthenew","Starmie ex Articuno ex","Pikachu ex Zapdos ex"
"1752","coinflipking",5,"WIN","Sarinha","Starmie ex Articuno ex","Mewtwo ex Gardevoir"
"1753","coinflipking",4,"WIN","hell","Starmie ex Articuno ex","Pikachu ex Electrode"
"1754","coinflipking",3,"WIN","KaynEterno","Starmie ex Articuno ex","Greninja Starmie ex"
"1755","coinflipking",2,"LOSS","Won","Starmie ex Articuno ex","Pikachu ex Zapdos ex"
"1756","coinflipking",1,"LOSS","Hanzo","Starmie ex Articuno ex","Pikachu ex Zapdos ex"
"1757","TwoKayPie",10,"WIN","FilvisMH","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"1758","TwoKayPie",9,"WIN","SpartaPK","Mewtwo ex Gardevoir","Hypno Melmetal"
"1759","TwoKayPie",8,"LOSS","seoneng","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"1760","TwoKayPie",7,"WIN","Jowooooow","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"1761","TwoKayPie",6,"WIN","Arylide","Mewtwo ex Gardevoir","Marowak ex Pidgeot"
"1762","TwoKayPie",5,"WIN","Awbrn","Mewtwo ex Gardevoir","Starmie ex Golduck"
"1763","TwoKayPie",4,"LOSS","Penelas_ow","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"1764","TwoKayPie",3,"WIN","chrixd","Mewtwo ex Gardevoir","Blastoise ex Meowth"
"1765","TwoKayPie",2,"LOSS","Thunderdog","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"1766","TwoKayPie",1,"LOSS","Valden","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"1767","meemz",10,"WIN","kittentod","Starmie ex Articuno ex","Mewtwo ex Gardevoir"
"1768","meemz",9,"WIN","Edu_fs","Starmie ex Articuno ex","Mewtwo ex Gardevoir"
"1769","meemz",8,"WIN","Doffy TCG","Starmie ex Articuno ex","Charizard ex Moltres ex"
"1770","meemz",7,"LOSS","GTlv99","Starmie ex Articuno ex","Marowak ex Primeape"
"1771","meemz",6,"LOSS","JIREN","Starmie ex Articuno ex","Pikachu ex Electrode"
"1772","meemz",5,"WIN","KennyeSpring","Starmie ex Articuno ex","Pikachu ex Zapdos ex"
"1773","meemz",4,"LOSS","Spiinner","Starmie ex Articuno ex","Exeggutor ex Beedrill"
"1774","meemz",3,"WIN","byjoju","Starmie ex Articuno ex","Mewtwo ex Gardevoir"
"1775","meemz",2,"WIN","MewsChew","Starmie ex Articuno ex","Pikachu ex Zapdos ex"
"1776","meemz",1,"LOSS","gabrielsolino","Starmie ex Articuno ex","Venusaur ex Exeggutor ex"
"1777","Kichi",10,"WIN","TheTritriTyrant","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"1778","Kichi",9,"WIN","Feral96","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"1779","Kichi",8,"WIN","Ceppetto","Pikachu ex Zapdos ex","Alakazam Weezing"
"1780","Kichi",7,"WIN","likeollywithab","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"1781","Kichi",6,"LOSS","Micka","Pikachu ex Zapdos ex","Pikachu ex Zebstrika"
"1782","Kichi",5,"LOSS","Adoleta","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"1783","Kichi",4,"WIN","2MUG","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"1784","Kichi",3,"WIN","Maxouille","Pikachu ex Zapdos ex","Marowak ex Sandslash"
"1785","Kichi",2,"LOSS","Luidee","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"1786","Kichi",1,"LOSS","tilti1","Pikachu ex Zapdos ex","Arbok Weezing"
"1787","Tefal",10,"WIN","Maverick6744","Arbok Weezing","Mewtwo ex Gardevoir"
"1788","Tefal",9,"WIN","climaxx123","Arbok Weezing","Pikachu ex Raichu"
"1789","Tefal",8,"WIN","ttvLyFeSnipa","Arbok Weezing","Marowak ex Primeape"
"1790","Tefal",7,"WIN","gabrielsolino","Arbok Weezing","Venusaur ex Exeggutor ex"
"1791","Tefal",6,"WIN","2MUG","Arbok Weezing","Mewtwo ex Gardevoir"
"1792","Tefal",5,"LOSS","Androux","Arbok Weezing","Muk Weezing"
"1793","Tefal",4,"LOSS","Limit","Arbok Weezing","Marowak ex Marowak"
"1794","Tefal",3,"WIN","Tellador","Arbok Weezing","Zapdos ex Pidgeot"
"1795","Tefal",2,"LOSS","BigB123","Arbok Weezing","Arbok Weezing"
"1796","Tefal",1,"LOSS","zcy20071008","Arbok Weezing","Pikachu ex Electrode"
"1797","VentusLebrant",10,"LOSS","Jim","Mewtwo ex Gardevoir","Charizard ex Moltres ex"
"1798","VentusLebrant",9,"WIN","Channel_Chamisuru","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"1799","VentusLebrant",8,"WIN","SaltyLoser065","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"1800","VentusLebrant",7,"WIN","Bacura","Mewtwo ex Gardevoir","Machamp ex Machamp"
"1801","VentusLebrant",6,"WIN","Akizul","Mewtwo ex Gardevoir","Dragonite Weezing"
"1802","VentusLebrant",5,"LOSS","LazyLily","Mewtwo ex Gardevoir","Arbok Weezing"
"1803","VentusLebrant",4,"WIN","KyluKz","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"1804","VentusLebrant",3,"WIN","Dillpickle","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"1805","VentusLebrant",2,"LOSS","TheBest","Mewtwo ex Gardevoir","Ninetales Rapidash"
"1806","VentusLebrant",1,"LOSS","Porkatack","Mewtwo ex Gardevoir","Charizard ex Magmar"
"1807","cchan0728",10,"WIN","Azhell","Starmie ex Articuno ex","Primeape"
"1808","cchan0728",9,"WIN","PsychoTropik","Starmie ex Articuno ex","Muk Weezing"
"1809","cchan0728",8,"LOSS","Darffan","Starmie ex Articuno ex","Pikachu ex Zebstrika"
"1810","cchan0728",7,"WIN","i9mha","Starmie ex Articuno ex","Mewtwo ex Gardevoir"
"1811","cchan0728",6,"WIN","Tr4p3d","Starmie ex Articuno ex","Mewtwo ex Gardevoir"
"1812","cchan0728",5,"LOSS","Firsty","Starmie ex Articuno ex","Mewtwo ex Gardevoir"
"1813","cchan0728",4,"WIN","yokaru","Starmie ex Articuno ex","Marowak ex Primeape"
"1814","cchan0728",3,"WIN","m2xtown007","Starmie ex Articuno ex","Alakazam Jynx"
"1815","cchan0728",2,"LOSS","Galle17","Starmie ex Articuno ex","Pikachu ex Zapdos ex"
"1816","cchan0728",1,"LOSS","sakura_muhai","Starmie ex Articuno ex","Pikachu ex Raichu"
"1817","DT ",10,"WIN","zeroez","Machamp ex Onix","Pikachu ex Zapdos ex"
"1818","DT ",9,"WIN","lmc131121","Machamp ex Onix","Mewtwo ex Gardevoir"
"1819","DT ",8,"LOSS","Prakash","Machamp ex Onix","Greninja Lapras ex"
"1820","DT ",7,"WIN","purii3","Machamp ex Onix","Marowak ex Sandslash"
"1821","DT ",6,"WIN","Saga","Machamp ex Onix","Charizard ex Moltres ex"
"1822","DT ",5,"LOSS","PHANTOM_14","Machamp ex Onix","Venusaur ex Exeggutor ex"
"1823","DT ",4,"WIN","HarlanSweete","Machamp ex Onix","Mewtwo ex Gardevoir"
"1824","DT ",3,"WIN","Codicia21","Machamp ex Onix","Mewtwo ex Gardevoir"
"1825","DT ",2,"LOSS","dont_eat_me","Machamp ex Onix","Ninetales Rapidash"
"1826","DT ",1,"LOSS","Fosco","Machamp ex Onix","Charizard ex Moltres ex"
"1827","DanielOuteda",10,"WIN","cjxskull","Venusaur ex Lilligant","Pikachu ex Zapdos ex"
"1828","DanielOuteda",9,"WIN","Alelu1234","Venusaur ex Lilligant","Charizard ex Moltres ex"
"1829","DanielOuteda",8,"WIN","byjoju","Venusaur ex Lilligant","Mewtwo ex Gardevoir"
"1830","DanielOuteda",7,"LOSS","TastySnacks","Venusaur ex Lilligant","Pikachu ex Raichu"
"1831","DanielOuteda",6,"LOSS","Edu_fs","Venusaur ex Lilligant","Mewtwo ex Gardevoir"
"1832","DanielOuteda",5,"WIN","nachoszb","Venusaur ex Lilligant","Mewtwo ex Gardevoir"
"1833","DanielOuteda",4,"WIN","Matheus S","Venusaur ex Lilligant","Mewtwo ex Gardevoir"
"1834","DanielOuteda",3,"WIN","hezkuy","Venusaur ex Lilligant","Ninetales Rapidash"
"1835","DanielOuteda",2,"LOSS","FAKERE","Venusaur ex Lilligant","Charizard ex Moltres ex"
"1836","DanielOuteda",1,"LOSS","M4ni","Venusaur ex Lilligant","Mewtwo ex Gardevoir"
"1837","Gallant",10,"WIN","Goose91","Mewtwo ex Gardevoir","Ninetales Rapidash"
"1838","Gallant",9,"LOSS","Blak0u","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"1839","Gallant",8,"WIN","MewsChew","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
